key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-1000361977,"Temporal variations of the association between summer season heat exposure and hospitalizations for renal diseases in Queensland, Australia, 1995-2016",2022,6,,Environmental Research Letters,1748-9326,17,6,,"Lu, P. and Miao, J. M. and Feng, S. R. and Green, D. N. and Lim, Y. H. and Gao, X. W. and Li, S. S. and Guo, Y. M.",<Go to ISI>://WOS:000806528000001     https://iopscience.iop.org/article/10.1088/1748-9326/ac72b8/pdf,English,,,"To examine the temporal trends of the association between heat exposure and hospitalizations for renal disease in Queensland, Australia, between the summer season of 1 December 1995 and 31 December 2016. A total of 238 427 de-identified hospitalization records for renal disease were collected from Queensland Health. Meteorological data was obtained from the Scientific Information for Land Owners. Summer season means four consecutive months with higher daily mean temperatures. We conducted a time-stratified case-crossover study using conditional quasi-Poisson regression model and applied a time-varying distributed lag non-linear model were used to evaluate the temporal trends of the associations between 1 degrees C increase in daily mean temperatures (over 0-10 lags) and hospitalizations for renal diseases. We also conducted stratified analyses by sex, age, climate zone, socioeconomic status, and cause-specific renal diseases. Overall, the associations between high temperature and hospitalizations for renal diseases showed a decreasing trend during the summer seasons from 1995 to 2016. However, the heat-related effects in males increased from 3.0% (95% CI: 2.2%, 3.9%) in 1995 to 4.8% (95% CI: 3.9%, 5.6%) in 2016. In the elderly cohort (both sexes), there was a similar increase over time 2.0% (95% CI: 1.0%, 3.0%) in 1995 to 6.3% (95% CI: 5.4%, 7.3%) in 2016. People living in hotter climate zones and those living in relatively socioeconomically disadvantaged areas also showed an increasing trend. In the cause-specific disease analysis, the increasing trend was found in renal failure, with heat-related effects increased from 3.45% (95% CI: 2.31%, 4.60%) in 1995 to 8.19% (95% CI: 7.03%, 9.36%) in 2016. Although the association between temperature and hospitalizations for renal diseases showed a decreasing trend in Queensland's hot season between 1995 and 2016, the susceptibility to high temperatures is increasing in males, the elderly of both sexes, those living in hotter climate areas, and socioeconomically disadvantaged areas. This increasing trend of susceptibility is a great concern and indicates a strong need for targeted public health promotion campaigns.",RAYYAN-LABELS: Ashwin,10.1088/1748-9326/ac72b8,heat exposure;hospitalizations for renal disease;temporal trend;Queensland;CHRONIC KIDNEY-DISEASE;CLIMATE-CHANGE;SOCIOECONOMIC-STATUS;AMBIENT-TEMPERATURE;MORTALITY;EPIDEMIC;HEALTH;WAVE;Hot Temperature;Seasons;Australia,,
rayyan-1000361964,"Attributable risks of hospitalizations for urologic diseases due to heat exposure in Queensland, Australia, 1995-2016",2022,2,,International Journal of Epidemiology,0300-5771,51,1,144-154,"Lu, P. and Xia, G. X. and Zhao, Q. and Green, D. and Lim, Y. H. and Li, S. S. and Guo, Y. M.",https://www.ncbi.nlm.nih.gov/pubmed/34508576     https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8855997/pdf/dyab189.pdf,English,,,"Background Heat exposure is a risk factor for urologic diseases. However, there are limited existing studies that have examined the relationship between high temperatures and urologic disease. The aim of this study was to examine the associations between heat exposure and hospitalizations for urologic diseases in Queensland, Australia, during the hot seasons of 1995-2016 and to quantify the attributable risks. Methods We obtained 238 427 hospitalized cases with urologic diseases from Queensland Health between 1 December 1995 and 31 December 2016. Meteorological data were collected from the Scientific Information for Land Owners-a publicly accessible database of Australian climate data that provides daily data sets for a range of climate variables. A time-stratified, case-crossover design fitted with the conditional quasi-Poisson regression model was used to estimate the associations between temperature and hospitalizations for urologic diseases at the postcode level during each hot season (December-March). Attributable rates of hospitalizations for urologic disease due to heat exposure were calculated. Stratified analyses were performed by age, sex, climate zone, socio-economic factors and cause-specific urologic diseases. Results We found that a 1 degrees C increase in temperature was associated with a 3.3% [95% confidence interval (CI): 2.9%, 3.7%] increase in hospitalization for the selected urologic diseases during the hot season. Hospitalizations for renal failure showed the strongest increase 5.88% (95% CI: 5.25%, 6.51%) among the specific causes of hospital admissions considered. Males and the elderly (>= 60 years old) showed stronger associations with heat exposure than females and younger groups. The sex- and age-specific associations with heat exposure were similar across specific causes of urologic diseases. Overall, nearly one-fifth of hospitalizations for urologic diseases were attributable to heat exposure in Queensland. Conclusions Heat exposure is associated with increased hospitalizations for urologic disease in Queensland during the hot season. This finding reinforces the pressing need for dedicated public health-promotion campaigns that target susceptible populations, especially for those more predisposed to renal failure. Given that short-term climate projections identify an increase in the frequency, duration and intensity of heatwaves, this public health advisory will be of increasing urgency in coming years.",RAYYAN-LABELS: Ashwin,10.1093/ije/dyab189,Increasing temperatures;hospitalization;urologic disease;attributable;risks;Queensland;Australia;ACUTE KIDNEY INJURY;AMBIENT-TEMPERATURE;ASSOCIATION;ADMISSIONS;IMPACT;Urologic Diseases,,
rayyan-1000362175,Associations between ambient high temperatures and suicide mortality: a multi-city time-series study in China,2019,7,,Environmental Science & Pollution Research,1614-7499,26,20,20377-20385,"Luan, G. and Yin, P. and Wang, L. and Zhou, M.",https://galter.northwestern.edu/exit?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med16&AN=31102219https://galter.northwestern.edu/exit?url=https://search.library.northwestern.edu/openurl/01NWU_INST/01NWU_INST:HSLV?sid=OVID:medline&id=pmid:31102219&id=doi:10.1007%2Fs11356-019-05252-5&issn=0944-1344&isbn=&volume=26&issue=20&spage=20377&pages=20377-20385&date=2019&title=Environmental+Science+%26+Pollution+Research&atitle=Associations+between+ambient+high+temperatures+and+suicide+mortality%3A+a+multi-city+time-series+study+in+China.&aulast=Luan     https://link.springer.com/content/pdf/10.1007/s11356-019-05252-5.pdf,,,,"Suicide prevention has become a public health issue of great concern. Previous studies proved that ambient temperature had an impact on suicide death, but few studies focus on regional studies in large cities. We aimed to estimate the association between ambient temperature and suicide in 31 capital cities in China during 2008~2013. Distributed lag non-linear model was used to explore the relationship between ambient temperature and suicide, adjusting for long-term trend, seasonality, and humidity confounders. Multivariate meta-analysis was used to pool the city-specific estimates to explore the overall relative risk in China. High temperature had a significant impact on suicide death. The country-level relative risk of high temperature on suicide was 1.37 (95% CI, 0.96~2.57), and the RR was higher in male and age < 65-year-old group than that in female and age >= 65-year-old group. There has no consistent pattern of associations in city-level with sex and age. The high temperature has a greater impact on suicide in south region compared with north region. We found the positive association between ambient temperature and suicide in China.",RAYYAN-LABELS: Ashwin,10.1007/s11356-019-05252-5,Aged;China/ep [Epidemiology];Cities;Female;Humans;Humidity;Male;Middle Aged;Multivariate Analysis;Public Health;Risk;*Suicide/sn [Statistics & Numerical Data];Temperature;Weather;Suicide;China,,
rayyan-1000361988,Heat-related cardiovascular mortality risk in Cyprus: A case-crossover study using a distributed lag non-linear model,2015,,,Environmental Health: A Global Access Science Source,1476-069X,14,1,,"Lubczyńska, M. J. and Christophi, C. A. and Lelieveld, J.",https://www.embase.com/search/results?subaction=viewrecord&id=L604535457&from=export http://dx.doi.org/10.1186/s12940-015-0025-8     https://ehjournal.biomedcentral.com/counter/pdf/10.1186/s12940-015-0025-8.pdf,English,,,"Background: The frequency and intensity of heat waves is projected to increase in many parts of the world, particularly in regions such as the Eastern Mediterranean and Middle East (EMME), where the warming trends are much larger than the global average. The relationship between air temperature and premature mortality is widely recognized, however, it is not well defined in the aforementioned region. The objective of this study is to assess the relationship between cardiovascular mortality risk and air temperature in Cyprus, an island located centrally in the EMME. Methods: Daily cardiovascular mortality data and spatially aggregated daily mean, maximum, and minimum temperatures for the period 2004-2010 were analyzed using a case-crossover design combined with a distributed lag non-linear model. Results: A relationship between high temperatures and cardiovascular mortality was observed for cerebrovascular diseases, ischaemic and other heart diseases; this relationship was exacerbated on days with high temperatures. The highest relative risk was observed on the day of the heat event and remained significantly elevated for another day. The results were consistent regardless whether the minimum, maximum, or mean temperatures were used, although the association seems to be more pronounced with the mean temperatures, which suggests that consecutive high day- and night-time temperatures are the most hazardous. Conclusions: The identification of a positive relationship between high temperatures and cardiovascular mortality in Cyprus raises concerns. In view of the projected climate changes and strong increases in extreme heat events in the region, appropriate interventions need to be developed.",RAYYAN-LABELS: Ashwin,10.1186/s12940-015-0025-8,adult;aged;air temperature;cardiovascular mortality;cerebrovascular disease;child;climate change;conference paper;Cyprus;disease exacerbation;greenhouse effect;heart disease;heat;high temperature;human;infant;ischemic heart disease;lag non linear model;Middle East;priority journal;risk assessment;risk factor;Southern Europe;statistical model;Nonlinear Dynamics;Linear Models;Cross-Over Studies;Hot Temperature,,
rayyan-1010571840,The temperature-mortality relationship in China: An analysis from 66 Chinese communities,2015,,,Environmental Research,1096-0953 0013-9351,137,,72-77,"Ma, W. and Wang, L. and Lin, H. and Liu, T. and Zhang, Y. and Rutherford, S. and Luo, Y. and Zeng, W. and Zhang, Y. and Wang, X. and Gu, X. and Chu, C. and Xiao, J. and Zhou, M.",https://www.embase.com/search/results?subaction=viewrecord&id=L601152036&from=export http://dx.doi.org/10.1016/j.envres.2014.11.016     https://www.sciencedirect.com/science/article/pii/S0013935114004319?via%3Dihub,English,,"Guangdong Provincial Institute of Public Health, Guangdong Provincial Center for Disease Control and Prevention, Guangzhou 511430, China; Center for Environment and Population Health, Griffith University, Brisbane 4111, Australia.     The National Center for Chronic and Noncommunicable Disease Control and Prevention, Beijing 100050,China.     Guangdong Provincial Institute of Public Health, Guangdong Provincial Center for Disease Control and Prevention, Guangzhou 511430, China.     Guangdong Provincial Center for Disease Control and Prevention, Guangzhou 511430, China.     Center for Environment and Population Health, Griffith University, Brisbane 4111, Australia.     Chinese Center for Disease Control and Prevention, Beijing 102206, China.     Guangdong Provincial Institute of Public Health, Guangdong Provincial Center for Disease Control and Prevention, Guangzhou 511430, China. Electronic address: jpengx@163.com.     The National Center for Chronic and Noncommunicable Disease Control and Prevention, Beijing 100050,China. Electronic address: maigengzhou@126.com.","Background: Previous studies examining temperature-mortality associations in China focused on a single city or a small number of cities. A multi-city study covering different climatic zones is necessary to better understand regional differences in temperature risk on mortality in China. Methods: Sixty-six communities from 7 regions across China were included in this study. We first used a Distributed Lag Non-linear Model (DLNM) to estimate community-specific effects of temperature on non-accidental mortality during 2006-2011. A multivariate meta-analysis was then applied to pool the estimates of community-specific effects. Results: A U-shaped curve was observed between temperature and mortality at the national level in China, indicating both low and high temperatures were associated with increased mortality risk. The overall threshold was at about the 75th percentile of the pooled temperature distribution. The relative risk was 1.61 (95% CI: 1.48-1.74) for extremely cold temperature (1st percentile of temperature), and 1.21 (95% CI: 1.10-1.34) for extreme hot temperature (99th percentile of temperature) at lag. 0-21 days. The temperature-mortality relationship is different for different regions. Compared with north China, south China had a higher minimum mortality temperature (MMT), and there was a larger cold effect in the more southern parts of China and a more pronounced hot effect in more northern parts. Conclusions: Both cold and hot temperatures increase mortality risk in China, and the relationship varies geographically. Our findings suggest that public health policies for climate change adaptation should be tailored to the local climate conditions.","Ma, Wenjun     Wang, Lijun     Lin, Hualiang     Liu, Tao     Zhang, Yonghui     Rutherford, Shannon     Luo, Yuan     Zeng, Weilin     Zhang, Yewu     Wang, Xiaofeng     Gu, Xin     Chu, Cordia     Xiao, Jianpeng     Zhou, Maigeng     eng     Meta-Analysis     Research Support, Non-U.S. Gov't     Netherlands     2014/12/10     Environ Res. 2015 Feb;137:72-7. doi: 10.1016/j.envres.2014.11.016. Epub 2014 Dec 6. | RAYYAN-LABELS: new",10.1016/j.envres.2014.11.016,adaptation;China;city;climate;climate change;cold;community;health care policy;heat;high temperature;meta analysis;mortality;public health;risk;risk factor;statistical model;temperature;Temperature,,
rayyan-1010571791,The short-term effect of heat waves on mortality and its modifiers in China: an analysis from 66 communities,2015,2,,Environment International,1873-6750,75,,103-109,"Ma, W. and Zeng, W. and Zhou, M. and Wang, L. and Rutherford, S. and Lin, H. and Liu, T. and Zhang, Y. and Xiao, J. and Zhang, Y. and Wang, X. and Gu, X. and Chu, C.",https://galter.northwestern.edu/exit?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med12&AN=25461419https://galter.northwestern.edu/exit?url=https://search.library.northwestern.edu/openurl/01NWU_INST/01NWU_INST:HSLV?sid=OVID:medline&id=pmid:25461419&id=doi:10.1016%2Fj.envint.2014.11.004&issn=0160-4120&isbn=&volume=75&issue=&spage=103&pages=103-9&date=2015&title=Environment+International&atitle=The+short-term+effect+of+heat+waves+on+mortality+and+its+modifiers+in+China%3A+an+analysis+from+66+communities.&aulast=Ma     https://www.sciencedirect.com/science/article/pii/S0160412014003262?via%3Dihub,,,"Guangdong Provincial Institute of Public Health, Guangdong Provincial Center for Disease Control and Prevention, Guangzhou 511430, China; Center for Environment and Population Health, Griffith University, Brisbane 4111, Australia.     Guangdong Provincial Institute of Public Health, Guangdong Provincial Center for Disease Control and Prevention, Guangzhou 511430, China.     The National Center for Chronic and Noncommunicable Disease Control and Prevention, Beijing 100050, China.     Center for Environment and Population Health, Griffith University, Brisbane 4111, Australia.     Guangdong Provincial Center for Disease Control and Prevention, Guangzhou 511430, China.     Chinese Center for Disease Control and Prevention, Beijing 102206, China.","BACKGROUND: Many studies have reported increased mortality risk associated with heat waves. However, few have assessed the health impacts at a nation scale in a developing country. This study examines the mortality effects of heat waves in China and explores whether the effects are modified by individual-level and community-level characteristics. METHODS: Daily mortality and meteorological variables from 66 Chinese communities were collected for the period 2006-2011. Heat waves were defined as >=2 consecutive days with mean temperature >=95th percentile of the year-round community-specific distribution. The community-specific mortality effects of heat waves were first estimated using a Distributed Lag Non-linear Model (DLNM), adjusting for potential confounders. To investigate effect modification by individual characteristics (age, gender, cause of death, education level or place of death), separate DLNM models were further fitted. Potential effect modification by community characteristics was examined using a meta-regression analysis. RESULTS: A total of 5.0% (95% confidence intervals (CI): 2.9%-7.2%) excess deaths were associated with heat waves in 66 Chinese communities, with the highest excess deaths in north China (6.0%, 95% CI: 1%-11.3%), followed by east China (5.2%, 95% CI: 0.4%-10.2%) and south China (4.5%, 95% CI: 1.4%-7.6%). Our results indicate that individual characteristics significantly modified heat waves effects in China, with greater effects on cardiovascular mortality, cerebrovascular mortality, respiratory mortality, the elderly, females, the population dying outside of a hospital and those with a higher education attainment. Heat wave mortality effects were also more pronounced for those living in urban cities or densely populated communities. CONCLUSION: Heat waves significantly increased mortality risk in China with apparent spatial heterogeneity, which was modified by some individual-level and community-level factors. Our findings suggest adaptation plans that target vulnerable populations in susceptible communities during heat wave events should be developed to reduce health risks.","Ma, Wenjun     Zeng, Weilin     Zhou, Maigeng     Wang, Lijun     Rutherford, Shannon     Lin, Hualiang     Liu, Tao     Zhang, Yonghui     Xiao, Jianpeng     Zhang, Yewu     Wang, Xiaofeng     Gu, Xin     Chu, Cordia     eng     Research Support, Non-U.S. Gov't     Netherlands     2014/12/03     Environ Int. 2015 Feb;75:103-9. doi: 10.1016/j.envint.2014.11.004. Epub 2014 Nov 20. | RAYYAN-LABELS: new",10.1016/j.envint.2014.11.004,Aged;China/ep [Epidemiology];*Cities/sn [Statistics & Numerical Data];*Extreme Heat;Female;Humans;Male;Middle Aged;*Mortality/td [Trends];*Population Density;Regression Analysis;Hot Temperature;China,,
rayyan-1000361972,Extreme temperatures and circulatory mortality in a temperate continental monsoon climate city in Northeast China,2023,2,,Environmental Science & Pollution Research,1614-7499,30,8,21661-21670,"Ma, Y. and Li, H. and Qin, P. and Cheng, B. and Feng, F. and Zhang, Y. and Jiao, H.",https://galter.northwestern.edu/exit?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medl&AN=36272008https://galter.northwestern.edu/exit?url=https://search.library.northwestern.edu/openurl/01NWU_INST/01NWU_INST:HSLV?sid=OVID:medline&id=pmid:36272008&id=doi:10.1007%2Fs11356-022-23622-4&issn=0944-1344&isbn=&volume=30&issue=8&spage=21661&pages=21661-21670&date=2023&title=Environmental+Science+%26+Pollution+Research&atitle=Extreme+temperatures+and+circulatory+mortality+in+a+temperate+continental+monsoon+climate+city+in+Northeast+China.&aulast=Ma     https://link.springer.com/content/pdf/10.1007/s11356-022-23622-4.pdf,,,,"Epidemiological studies have proven that extreme temperatures have a significant threat to public health. This study aimed to investigate the association between extreme temperatures and circulatory mortality from January 1, 2014, to December 31, 2016, in Harbin, a city with a cold climate in Northeast China. We set a maximum lag of 27 days to evaluate the hysteresis effects of different temperatures on circulatory mortality using a distributed lag nonlinear model (DLNM). Results indicated that daily mean temperature and circulatory mortality presented approximately an L-shaped, and the cumulative relative risks (RRs) decreased continuously as the temperature increased in both low and high temperatures. Extremely low temperature showed a hysteresis and durability on circulatory mortality, with the largest RR of 1.023 (95%CI: 1.001-1.046) at lag 26, and RR of the cumulative cold effect of 0-27 days was 1.302 (95%CI: 1.160-1.462). The effect of extremely high temperatures presented more acute and intense, with the largest RR of 1.033 (95%CI: 1.004-1.063) at lag 0. RR of the cumulative hot effect of 0-3 days was 1.056 (1.008-1.106). In addition, females were more susceptible to extremely low temperatures, while males were more vulnerable to extremely high temperatures. This study demonstrated that extremely low temperatures have a stronger effect on circulatory mortality than extremely high temperatures in Harbin.",RAYYAN-LABELS: Ashwin,10.1007/s11356-022-23622-4,Male;Female;Humans;Temperature;*Hot Temperature;*Cold Temperature;Cities;China;Mortality,,
rayyan-1000362080,"Effects of extreme temperatures on hospital emergency room visits for respiratory diseases in Beijing, China",2019,1,,Environmental Science & Pollution Research,1614-7499,26,3,3055-3064,"Ma, Y. and Zhou, J. and Yang, S. and Yu, Z. and Wang, F. and Zhou, J.",https://galter.northwestern.edu/exit?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med16&AN=30506386https://galter.northwestern.edu/exit?url=https://search.library.northwestern.edu/openurl/01NWU_INST/01NWU_INST:HSLV?sid=OVID:medline&id=pmid:30506386&id=doi:10.1007%2Fs11356-018-3855-4&issn=0944-1344&isbn=&volume=26&issue=3&spage=3055&pages=3055-3064&date=2019&title=Environmental+Science+%26+Pollution+Research&atitle=Effects+of+extreme+temperatures+on+hospital+emergency+room+visits+for+respiratory+diseases+in+Beijing%2C+China.&aulast=Ma     https://link.springer.com/content/pdf/10.1007/s11356-018-3855-4.pdf,,,,"Extreme temperature is closely associated with human health, but limited evidence is available for the effects of extreme temperatures on respiratory diseases in China. The goal of this study is to evaluate the effects of extreme temperatures on hospital emergency room (ER) visits for respiratory diseases in Beijing, China. We used a distributed lag non-linear model (DLNM) coupled with a generalized additive model (GAM) to estimate the association between extreme temperatures and hospital ER visits for different age and gender subgroups in Beijing from 2009 to 2012. The results showed that the exposure-response curve between temperature and hospital ER visits was almost W-shaped, with increasing relative risks (RRs) at extremely low temperature. In the whole year period, strong acute hot effects were observed, especially for the elders (age > 65 years). The highest RR associated with the extremely high temperature was 1.36 (95% CI, 0.96-1.92) at lag 0-27. The longer-lasting cold effects were found the strongest at lag 0-27 for children (age <= 15 years) and the relative risk was 1.96 (95% CI, 1.70-2.26). We also found that females were more susceptible to extreme temperatures than males.",RAYYAN-LABELS: Ashwin,10.1007/s11356-018-3855-4,"Adolescent;Adult;Aged;*Air Pollution/ae [Adverse Effects];Beijing;Child;Cold Temperature;*Emergency Service, Hospital/sn [Statistics & Numerical Data];*Extreme Heat;Female;Fever;Humans;Male;Middle Aged;Models, Theoretical;*Respiratory Tract Diseases/ep [Epidemiology];Risk;Emergency Service, Hospital;Emergencies;China;Temperature",,
rayyan-1000362124,"Assessing the Performance of a Vulnerability Index during Oppressive Heat across Georgia, United States",2014,4,,Weather Climate and Society,1948-8327,6,2,253-263,"Maier, G. and Grundstein, A. and Jang, W. and Li, C. and Naeher, L. P. and Shepherd, M.",<Go to ISI>://WOS:000334174600008,English,,"Georgia Inst Technol, Sch City & Reg Planning, Atlanta, GA 30332 USA     Univ Georgia, Dept Geog, Athens, GA 30602 USA     Seoul Natl Univ, Dept Stat, Seoul, South Korea     Univ Georgia, Dept Epidemiol & Biostat, Athens, GA 30602 USA     Univ Georgia, Dept Environm Hlth Sci, Athens, GA 30602 USA","Extreme heat is the leading weather-related killer in the United States. Vulnerability to extreme heat has previously been identified and mapped in urban areas to improve heat morbidity and mortality prevention efforts. However, only limited work has examined vulnerability outside of urban locations. This study seeks to broaden the geographic context of earlier work and compute heat vulnerability across the state of Georgia, which offers diverse landscapes and populations with varying sociodemographic characteristics. Here, a modified heat vulnerability index (HVI) developed by Reid et al. is used to characterize vulnerability by county. About half of counties with the greatest heat vulnerability index scores contain the larger cities in the state (i.e., Athens, Atlanta, Augusta, Columbus, Macon, and Savannah), while the other half of high-vulnerability counties are located in more rural counties clustered in southwestern and east-central Georgia. The source of vulnerability varied between the more urban and rural high-vulnerability counties, with poverty and population of nonwhite residents driving vulnerability in the more urban counties and social isolation/population of elderly/poor health the dominant factor in the more rural counties. Additionally, the effectiveness of the HVI in identifying vulnerable populations was investigated by examining the effect of modification of the vulnerability index score with mortality during extreme heat. Except for the least vulnerable categories, the relative risk of mortality increases with increasing vulnerability. For the highest-vulnerability counties, oppressively hot days lead to a 7.7% increase in mortality.",Ae7jt     Times Cited:52     Cited References Count:68 | RAYYAN-LABELS: Ashwin,10.1175/WCAS-D-13-00037.1,Temperature;North America;Societal impacts;Risk assessment;CLIMATE-CHANGE;EXTREME HEAT;HUMAN MORTALITY;AMBIENT-TEMPERATURE;EUROPEAN CITIES;US CITIES;WAVES;URBAN;EVENTS;HEALTH;Georgia (Republic);Hot Temperature;Georgia;United States,,
rayyan-1000362048,The effect of air temperature on mortality from cerebrovasculadiseases in Brazil between 1996 and 2017,2022,,,Ciencia e Saude Coletiva,1678-4561 1413-8123,27,8,3295-3306,"Mascarenhas, M. S. and da Silva, D. D. and Nogueira, M. C. and de Farias, W. C. M. and Ferreira, C. C. M. and Ferreira, L. C. M.",https://www.embase.com/search/results?subaction=viewrecord&id=L2017661327&from=export http://dx.doi.org/10.1590/1413-81232022278.05092022EN     https://www.scielo.br/j/csc/a/TJtYPmgwMnzqQVFVxXDttnP/?lang=en&format=pdf,English,,,"Cerebrovascular diseases (CVD) are one of the leading causes of mortality globally. Air temperature is one of the risk factors for CVD; how-ever, few studies have investigated the relationship between air temperature and mortality from these diseases in Brazil. This time series study investigated the relationship between air temperature and CVD mortality in 10 microregions located across Brazil’s five regions during the period 1996 to 2017 using mortality data from the national health information system, DATASUS and daily mean temperature data. The association between mean air temperature and mortality from CVD was measured using generalized additive models with Poisson distribution and relative and attributable risks were estimated together with 95% confidence intervals using distributed lag non-linear models and a 14-day lag. There were 531,733 deaths from CVD during the study period, 21,220 of which (11,138-30,546) were attributable to air tempera-ture. Minimum mortality temperatures ranged from 20.1ºC in Curitiba to 29.6ºC in Belém. Asso-ciations between suboptimal air temperatures and increased risk of death from CVD were observed in all of Brazil’s five regions. Relative risk from the cold was highest in Manaus (RR 1.53; 1.22-1.91) and Campo Grande (RR 1.52; 1.18-1.94), while relative risk from heat was highest in Manaus (RR 1.75; 1.35-2.26) and Brasília (RR 1.36; 1.15-1.60).",RAYYAN-LABELS: Ashwin,10.1590/1413-81232022278.05092022EN,air temperature;article;body temperature;cerebrovascular accident;cerebrovascular disease;climate;human;information system;mortality;public health;Brazil;Temperature,,
rayyan-1000362024,The effect of air temperature on mortality from cerebrovascular diseases in Brazil between 1996 and 2017,2022,8,,Ciencia & Saude Coletiva,1678-4561,27,8,3295-3306,"Mascarenhas, M. S. and Silva, D. D. D. and Nogueira, M. C. and Farias, W. C. M. and Ferreira, C. C. M. and Ferreira, L. C. M.",https://galter.northwestern.edu/exit?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&AN=35894339https://galter.northwestern.edu/exit?url=https://search.library.northwestern.edu/openurl/01NWU_INST/01NWU_INST:HSLV?sid=OVID:medline&id=pmid:35894339&id=doi:10.1590%2F1413-81232022278.05092022&issn=1413-8123&isbn=&volume=27&issue=8&spage=3295&pages=3295-3306&date=2022&title=Ciencia+%26+Saude+Coletiva&atitle=O+efeito+da+temperatura+do+ar+na+mortalidade+por+doencas+cerebrovasculares+no+Brasil+entre+1996-2017.&aulast=Mascarenhas     https://www.scielo.br/j/csc/a/TJtYPmgwMnzqQVFVxXDttnP/?lang=pt&format=pdf,,,,"Cerebrovascular diseases (CVD) are one of the leading causes of mortality globally. Air temperature is one of the risk factors for CVD; however, few studies have investigated the relationship between air temperature and mortality from these diseases in Brazil. This time series study investigated the relationship between air temperature and CVD mortality in 10 microregions located across Brazil's five regions during the period 1996 to 2017 using mortality data from the national health information system, DATASUS and daily mean temperature data. The association between mean air temperature and mortality from CVD was measured using generalized additive models with Poisson distribution and relative and attributable risks were estimated together with 95% confidence intervals using distributed lag non-linear models and a 14-day lag. There were 531,733 deaths from CVD during the study period, 21,220 of which (11,138-30,546) were attributable to air temperature. Minimum mortality temperatures ranged from 20.1C in Curitiba to 29.6C in Belem. Associations between suboptimal air temperatures and increased risk of death from CVD were observed in all of Brazil's five regions. Relative risk from the cold was highest in Manaus (RR 1.53; 1.22-1.91) and Campo Grande (RR 1.52; 1.18-1.94), while relative risk from heat was highest in Manaus (RR 1.75; 1.35-2.26) and Brasilia (RR 1.36; 1.15-1.60).",RAYYAN-LABELS: Ashwin,10.1590/1413-81232022278.05092022,Air Pollution/ae [Adverse Effects];*Air Pollution;Brazil/ep [Epidemiology];Cardiovascular Diseases/ep [Epidemiology];*Cardiovascular Diseases;Cerebrovascular Disorders/ep [Epidemiology];*Cerebrovascular Disorders;Cold Temperature;Humans;Mortality;Temperature;Brazil,,
